"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"2359",1159,9,9,5,1,2,3,"2","Female",78,"High School","Unemployed","White","Christian","Widowed",1,4,4,4,NA,NA,NA,2,NA,2,2
"2361",1161,9,9,1,1,2,3,"2","Female",45,"High School","Other","Black","Catholic","Single",2,1,4,2,NA,NA,NA,2,NA,1,1
"2362",1162,9,9,5,1,2,3,"2","Female",27,"High School","Housewife","White","Christian","Married",1,4,4,1,NA,NA,NA,2,NA,1,2
"2363",1163,4,9,3,0,1,0,"2","Male",54,"High School","Full Time","White","Christian","Married",3,4,1,1,NA,NA,NA,2,NA,2,1
"2364",1164,9,8,5,1,2,3,"2","Female",50,"Some College","Full Time","White","Christian","Married",2,4,4,2,NA,NA,NA,2,NA,1,2
"2365",1165,9,9,0,1,2,2,"2","Female",43,"High School","Housewife","White","Other","Married",3,1,1,2,NA,NA,NA,2,NA,1,0
"2366",1166,0,9,2,1,2,3,"2","Female",37,"High School","Full Time","Hispanic","Other","Separated",1,4,5,2,NA,NA,NA,2,NA,1,0
"2367",1167,9,9,3,1,2,2,"2","Female",58,"High School","Full Time","White","Catholic","Widowed",2,4,2,2,NA,NA,NA,2,NA,1,1
"2368",1168,9,7,4,1,2,3,"2","Male",35,"High School","Full Time","White","Other","Married",1,1,4,1,NA,NA,NA,2,NA,2,1
"2372",1172,8,9,3,1,2,2,"2","Male",34,"High School","Full Time","White","Christian","Married",2,5,2,4,NA,NA,NA,2,NA,4,1
"2373",1173,9,9,1,1,2,3,"2","Female",68,"High School","Unemployed","White","Catholic","Married",2,4,1,5,NA,NA,NA,2,NA,2,0
"2374",1174,9,9,5,1,2,3,"2","Male",56,"High School","Full Time","Black","Christian","Single",2,1,5,1,NA,NA,NA,2,NA,1,2
"2375",1175,8,9,0,1,1,3,"2","Male",64,"High School","Unemployed","White","Christian","Married",3,1,1,1,NA,NA,NA,2,NA,2,1
"2376",1176,9,9,4,1,2,3,"2","Female",18,"High School","Housewife","White","Christian","Married",2,4,4,1,NA,NA,NA,2,NA,2,1
"2377",1177,0,5,4,0,0,1,"2","Female",82,"High School","Unemployed","White","Judaism","Separated",4,5,1,5,NA,NA,NA,1,NA,1,1
"2378",1178,9,9,6,1,2,3,"2","Male",27,"High School","Full Time","White","Other","Married",1,2,5,1,NA,NA,NA,2,NA,2,1
"2379",1179,9,9,6,1,2,3,"2","Male",69,"High School","Unemployed","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"2380",1180,8,9,5,1,2,3,"2","Female",30,"High School","Housewife","White","Christian","Married",2,5,4,2,NA,NA,NA,2,NA,3,2
"2383",1183,9,9,0,1,2,3,"2","Male",50,"High School","Self Employed","White","Christian","Married",2,1,1,1,NA,NA,NA,2,NA,3,0
"2384",1184,9,9,0,1,2,3,"2","Female",55,"High School","Full Time","White","Catholic","Separated",3,2,2,2,NA,NA,NA,2,NA,1,1
"2386",1186,7,9,1,1,2,2,"2","Male",43,"High School","Full Time","White","Catholic","Married",2,4,2,5,NA,NA,NA,1,NA,1,1
"2388",1188,9,9,5,1,2,3,"2","Male",41,"High School","Full Time","White","Catholic","Married",2,4,4,1,NA,NA,NA,2,NA,1,2
"2389",1189,9,9,5,1,2,3,"2","Female",21,"High School","Self Employed","White","Other","Single",2,5,4,4,NA,NA,NA,2,NA,1,2
"2390",1190,9,9,4,1,2,3,"2","Male",42,"High School","Other","White","Other","Single",3,1,2,1,NA,NA,NA,2,NA,1,1
"2391",1191,9,9,5,1,2,3,"2","Female",29,"High School","Full Time","White","Other","Single",2,1,5,2,NA,NA,NA,1,NA,1,2
"2393",1193,9,9,5,1,2,3,"2","Male",75,"High School","Unemployed","Other","Christian","Married",2,2,2,4,NA,NA,NA,2,NA,1,2
"2395",1195,6,9,3,1,1,3,"2","Female",26,"High School","Housewife","Hispanic","Catholic","Married",1,1,1,1,NA,NA,NA,1,NA,2,1
"2396",1196,9,9,1,1,2,3,"2","Male",40,"High School","Full Time","Hispanic","Catholic","Married",2,2,1,5,NA,NA,NA,2,NA,2,1
"2397",1197,9,9,4,1,2,3,"2","Male",47,"High School","Full Time","Hispanic","Other","Separated",2,4,4,2,NA,NA,NA,2,NA,1,1
"2399",1199,9,9,2,1,2,2,"2","Female",23,"High School","Full Time","Hispanic","Catholic","Single",2,4,2,4,NA,NA,NA,2,NA,1,1
"2400",1200,9,9,2,1,2,3,"2","Male",82,"High School","Unemployed","White","Christian","Married",2,4,1,5,NA,NA,NA,2,NA,3,1
"2401",1201,8,9,5,1,2,3,"2","Female",72,"High School","Unemployed","White","Christian","Widowed",3,5,4,4,NA,NA,NA,2,NA,2,2
"2403",1203,6,6,3,1,2,2,"2","Female",41,"High School","Housewife","White","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,2,1
"2404",1204,9,9,5,1,2,3,"2","Female",59,"Degree","Full Time","White","Christian","Separated",2,4,1,4,NA,NA,NA,2,NA,2,2
"2405",1205,9,9,5,1,2,3,"2","Female",59,"High School","Housewife","Hispanic","Catholic","Married",2,5,5,5,NA,NA,NA,2,NA,1,0
"2409",1209,7,6,4,1,1,2,"2","Female",22,"High School","Unemployed","Black","Other","Single",3,1,4,4,NA,NA,NA,2,NA,1,0
"2410",1210,9,9,0,1,2,3,"2","Female",71,"High School","Unemployed","White","Christian","Single",1,4,2,4,NA,NA,NA,2,NA,1,0
"2411",1211,7,9,4,1,2,2,"2","Male",33,"Some College","Full Time","White","Catholic","Married",2,4,4,2,NA,NA,NA,2,NA,3,1
"2412",1212,3,9,1,0,1,1,"2","Male",21,"High School","Full Time","White","Christian","Single",3,5,1,5,NA,NA,NA,2,NA,3,0
"2413",1213,9,7,6,1,2,3,"2","Male",55,"Some College","Full Time","White","Christian","Married",1,4,5,2,NA,NA,NA,2,NA,1,2
"2414",1214,8,9,5,1,2,3,"2","Male",53,"High School","Self Employed","White","Judaism","Married",2,4,2,5,NA,NA,NA,2,NA,1,2
"2416",1216,9,9,5,1,2,3,"2","Female",44,"High School","Housewife","White","Other","Single",4,4,1,5,NA,NA,NA,2,NA,1,2
"2418",1218,-2,4,5,NA,1,3,"2","Male",35,"Some College","Full Time","White","Christian","Married",-2,4,1,4,NA,NA,NA,1,NA,-2,1
"2419",1219,9,9,5,1,2,3,"2","Female",27,"High School","Housewife","White","Other","Married",2,1,5,1,NA,NA,NA,2,NA,2,2
"2420",1220,9,9,5,1,2,3,"2","Male",34,"Some College","Full Time","White","Christian","Married",3,2,5,2,NA,NA,NA,2,NA,1,2
"2421",1221,9,9,5,1,2,3,"2","Male",53,"High School","Full Time","White","Catholic","Married",1,1,2,1,NA,NA,NA,2,NA,1,2
"2422",1222,9,9,5,1,2,3,"2","Female",48,"Primary School","Other","Hispanic","Catholic","Married",1,4,1,4,NA,NA,NA,1,NA,3,2
"2424",1224,9,9,1,1,2,3,"2","Female",49,"High School","Other","Black","Other","Single",2,4,2,2,NA,NA,NA,2,NA,2,0
"2426",1226,9,9,5,1,2,3,"2","Female",24,"High School","Full Time","Other","Other","Married",1,4,4,4,NA,NA,NA,2,NA,1,2
"2428",1228,9,9,5,1,2,2,"2","Female",34,"High School","Housewife","White","Other","Married",3,4,1,5,NA,NA,NA,2,NA,1,2
"2429",1229,8,9,1,1,2,3,"2","Male",41,"High School","Self Employed","Hispanic","Christian","Single",2,2,2,2,NA,NA,NA,2,NA,2,2
"2433",1233,9,9,6,1,2,3,"2","Male",30,"High School","Full Time","Black","Other","Married",1,4,5,1,NA,NA,NA,2,NA,1,2
"2436",1236,9,9,6,1,2,3,"2","Male",62,"High School","Other","Other","Christian","Married",2,1,2,2,NA,NA,NA,2,NA,2,2
"2437",1237,8,9,5,1,2,2,"2","Male",53,"High School","Full Time","White","Catholic","Separated",2,4,4,-2,NA,NA,NA,2,NA,1,2
"2438",1238,9,9,4,1,2,3,"2","Female",37,"High School","Full Time","White","Christian","Married",2,1,5,1,NA,NA,NA,2,NA,1,2
"2440",1240,9,9,1,1,2,3,"2","Female",39,"High School","Housewife","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,1
"2441",1241,9,4,5,1,2,2,"2","Female",31,"High School","Housewife","Black","Other","Married",2,4,4,4,NA,NA,NA,2,NA,1,2
"2442",1242,8,8,1,1,2,2,"2","Male",41,"High School","Full Time","White","Other","Married",2,2,4,4,NA,NA,NA,2,NA,2,1
"2443",1243,9,7,4,1,2,3,"2","Male",26,"High School","Full Time","White","Catholic","Single",1,4,4,4,NA,NA,NA,2,NA,2,2
"2444",1244,9,9,6,1,2,3,"2","Male",31,"High School","Full Time","White","Christian","Married",2,1,5,1,NA,NA,NA,2,NA,2,2
"2445",1245,2,9,5,0,1,1,"2","Male",76,"Degree","Unemployed","White","Catholic","Married",3,5,1,5,NA,NA,NA,2,NA,1,2
"2446",1246,9,9,5,1,2,3,"2","Male",40,"Some College","Full Time","White","Christian","Married",1,2,5,2,NA,NA,NA,2,NA,1,1
"2447",1247,5,9,0,1,1,0,"2","Female",76,"Primary School","Housewife","White","Christian","Widowed",3,2,4,4,NA,NA,NA,1,NA,3,0
"2448",1248,6,9,0,1,2,1,"2","Female",51,"High School","Unemployed","White","Catholic","Married",3,2,1,5,NA,NA,NA,2,NA,2,0
"2450",1,9,9,1,1,2,2,"3","Female",69,"Some College","Part Time","Black","Christian","Single",4,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2452",3,5,9,0,0,1,1,"3","Male",38,"Degree","Full Time","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2453",4,9,9,6,1,2,3,"3","Female",61,"High School","Unemployed","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2454",5,9,9,5,1,2,3,"3","Female",62,"Degree","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2455",6,8,9,3,1,2,2,"3","Male",49,"Degree","Self Employed","White","Catholic","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2456",7,7,6,5,1,2,2,"3","Female",18,"High School","Other","White","Other","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2458",9,8,9,5,1,2,2,"3","Male",25,"Degree","Other","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2459",10,5,8,3,1,2,2,"3","Female",23,"Degree","Other","White","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2462",13,9,9,1,1,2,3,"3","Female",56,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"2463",14,9,9,5,1,2,3,"3","Female",68,"Some College","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2464",15,6,8,4,1,2,2,"3","Female",57,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2465",16,9,9,6,1,2,3,"3","Female",73,"High School","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2468",19,9,8,3,1,2,2,"3","Female",55,"Some College","Part Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2469",20,0,9,5,0,0,1,"3","Male",64,"Degree","Part Time","Other","Other","Married",2,NA,NA,NA,NA,NA,2,NA,NA,2,2
"2471",22,9,8,6,1,2,3,"3","Female",37,"Degree","Full Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2472",23,9,9,5,1,2,3,"3","Female",65,"High School","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2474",25,9,9,5,1,2,NA,"3","Female",59,"High School","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2475",26,7,9,5,1,2,2,"3","Male",36,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2478",29,8,9,5,1,2,3,"3","Male",66,"Some College","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2479",30,3,9,5,1,1,1,"3","Male",50,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2480",31,9,9,6,1,2,3,"3","Male",79,"Some College","Unemployed","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"2481",32,5,9,0,0,2,1,"3","Male",59,"Degree","Part Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2482",33,9,8,5,1,2,3,"3","Male",37,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2484",35,9,9,1,1,2,2,"3","Female",46,"Some College","Full Time","Other","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2485",36,5,5,3,1,2,3,"3","Female",31,"High School","Full Time","Black","Other","Single",4,NA,NA,NA,NA,NA,1,NA,NA,4,1
"2487",38,9,9,6,1,2,3,"3","Male",80,"High School","Unemployed","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2488",39,9,9,5,1,2,3,"3","Male",22,"Some College","Unemployed","White","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2489",40,5,9,5,1,1,1,"3","Male",43,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2491",42,9,9,NA,1,2,3,"3","Female",41,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2492",43,9,9,5,1,2,2,"3","Male",66,"Degree","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2493",44,9,9,6,1,2,3,"3","Female",65,"High School","Housewife","Black","Other","Married",4,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2494",45,9,8,5,1,1,2,"3","Female",51,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2495",46,6,9,0,1,1,1,"3","Male",43,"Some College","Unemployed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2497",48,6,6,0,1,2,1,"3","Male",48,"Degree","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2498",49,8,9,1,1,2,2,"3","Male",57,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2501",52,9,9,5,1,2,3,"3","Female",55,"Degree","Housewife","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2503",54,9,9,5,1,2,3,"3","Female",42,"Degree","Other","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2504",55,9,9,1,1,2,3,"3","Female",49,"High School","Part Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2505",56,5,6,1,1,2,1,"3","Female",25,"Degree","Unemployed","Other","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2506",57,3,6,5,1,2,2,"3","Female",20,"Some College","Unemployed","Other","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2509",60,9,9,5,1,2,3,"3","Male",81,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2510",61,2,9,4,1,1,1,"3","Female",35,"Degree","Part Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2512",63,9,9,5,1,2,3,"3","Female",31,"Degree","Housewife","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2513",64,9,9,6,1,2,3,"3","Male",59,"Degree","Full Time","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2514",65,9,9,5,1,2,3,"3","Female",34,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2515",66,9,9,3,1,2,3,"3","Male",63,"Degree","Unemployed","White","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2516",67,6,7,3,1,1,1,"3","Female",20,"High School","Part Time","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2517",68,9,9,0,1,2,3,"3","Female",61,"High School","Part Time","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2518",69,9,9,0,1,2,2,"3","Female",21,"Some College","Part Time","White","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2519",70,8,9,3,1,2,3,"3","Female",49,"Degree","Other","White","Judaism","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2520",71,7,9,4,1,2,2,"3","Male",32,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,4,2
"2523",74,7,4,0,0,2,2,"3","Male",30,"Some College","Part Time","Other","Other","Single",3,NA,NA,NA,NA,NA,2,NA,NA,2,0
"2524",75,9,9,6,1,2,3,"3","Female",29,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2525",76,5,9,1,1,2,2,"3","Male",64,"High School","Unemployed","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2527",78,5,9,0,0,2,1,"3","Female",66,"Degree","Unemployed","White","Christian","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2529",80,1,8,1,0,1,1,"3","Male",68,"Degree","Unemployed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2530",81,9,9,5,1,2,3,"3","Female",33,"Degree","Full Time","Black","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2531",82,9,5,0,1,2,3,"3","Female",55,"Some College","Unemployed","Black","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2532",83,9,8,5,1,2,3,"3","Female",25,"Degree","Other","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2533",84,6,9,2,1,1,1,"3","Male",83,"High School","Unemployed","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2535",86,5,7,3,0,1,2,"3","Male",41,"Degree","Full Time","White","Judaism","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2536",87,9,9,6,1,2,NA,"3","Female",54,"High School","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2537",88,9,9,5,NA,2,3,"3","Male",64,"Degree","Self Employed","Other","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2539",90,6,NA,4,1,2,2,"3","Male",27,"High School","Other","Other","Christian","Single",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"2540",91,9,9,5,1,2,2,"3","Male",27,"Degree","Full Time","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2541",92,9,9,0,1,2,3,"3","Female",77,"High School","Unemployed","Other","Christian","Widowed",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2542",93,6,9,5,1,1,2,"3","Male",48,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2543",94,9,9,5,1,2,3,"3","Male",74,"Degree","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2544",95,9,8,1,1,2,3,"3","Female",23,"Some College","Housewife","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2548",99,4,9,3,0,2,1,"3","Female",47,"High School","Housewife","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2549",100,7,8,5,1,2,3,"3","Male",72,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2553",104,9,9,5,1,2,3,"3","Female",23,"Degree","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2555",106,8,9,5,1,2,3,"3","Female",85,"Some College","Unemployed","Other","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2557",108,7,9,4,1,2,1,"3","Male",46,"High School","Full Time","Other","Christian","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2558",109,0,9,0,0,1,0,"3","Female",48,"Degree","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,2,NA,NA,1,0
"2559",110,9,9,0,1,2,2,"3","Male",43,"High School","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2560",111,7,9,5,1,2,3,"3","Male",74,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2561",112,9,1,5,1,2,3,"3","Female",24,"Some College","Housewife","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2562",113,9,9,5,1,2,3,"3","Female",49,"Degree","Full Time","White","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2564",115,9,9,1,1,2,2,"3","Male",63,"Degree","Unemployed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2566",117,7,9,3,1,2,2,"3","Female",19,"Some College","Other","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2567",118,7,8,0,1,2,1,"3","Female",45,"Degree","Full Time","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2568",119,9,9,6,1,2,3,"3","Male",73,"Some College","Unemployed","Black","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2569",120,9,9,2,1,2,3,"3","Female",57,"Some College","Unemployed","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2571",122,9,9,6,1,1,3,"3","Male",69,"Some College","Self Employed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2573",124,9,9,4,1,2,2,"3","Male",50,"Primary School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2575",126,9,9,1,1,2,3,"3","Male",77,"High School","Unemployed","White","Catholic","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2576",127,8,9,5,1,2,2,"3","Female",54,"High School","Full Time","Other","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2577",128,9,9,5,1,2,3,"3","Female",62,"Degree","Full Time","White","Christian","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2578",129,7,0,3,0,1,2,"3","Male",74,"High School","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2580",131,9,9,4,1,2,3,"3","Female",50,"Some College","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2581",132,0,5,0,0,0,0,"3","Female",55,"Degree","Self Employed","White","Judaism","Married",4,NA,NA,NA,NA,NA,2,NA,NA,2,0
"2582",133,8,9,2,1,2,2,"3","Female",54,"Some College","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2583",134,8,9,6,1,2,3,"3","Male",69,"High School","Other","White","Christian","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2584",135,7,9,5,1,2,2,"3","Female",49,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2585",136,8,9,4,1,2,2,"3","Female",64,"High School","Housewife","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2586",137,9,9,5,1,2,3,"3","Male",79,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2587",138,9,9,6,1,2,3,"3","Male",74,"Some College","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2588",139,8,9,0,0,1,1,"3","Female",82,"Degree","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2589",140,9,9,1,NA,2,2,"3","Female",60,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,4,1
"2590",141,9,9,6,1,2,3,"3","Male",21,"Some College","Part Time","Black","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2592",143,9,9,6,1,2,3,"3","Female",70,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2593",144,9,9,6,1,2,3,"3","Female",41,"High School","Housewife","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2594",145,6,9,5,1,1,2,"3","Male",45,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2596",147,8,7,1,1,2,1,"3","Female",36,"Degree","Unemployed","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"2597",148,9,9,5,1,1,3,"3","Female",72,"High School","Unemployed","White","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2598",149,8,9,4,1,2,3,"3","Male",60,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2599",150,9,9,6,1,2,3,"3","Female",66,"High School","Other","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2600",151,9,9,6,1,2,3,"3","Female",52,"High School","Part Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2601",152,8,9,4,1,2,2,"3","Female",48,"Degree","Housewife","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2602",153,6,8,3,1,2,2,"3","Male",21,"Some College","Part Time","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"2603",154,8,9,5,1,2,2,"3","Female",64,"High School","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2606",157,7,9,5,1,2,2,"3","Male",26,"Degree","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"2608",159,9,9,0,1,2,3,"3","Female",58,"High School","Unemployed","White","Other","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"2610",161,9,9,3,1,2,2,"3","Male",50,"Degree","Part Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"2611",162,8,9,5,1,2,2,"3","Male",58,"Degree","Full Time","White","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2612",163,9,9,3,1,2,2,"3","Female",68,"Degree","Unemployed","White","Catholic","Widowed",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2615",166,9,5,5,1,2,3,"3","Male",37,"Degree","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2618",169,9,9,2,1,1,2,"3","Male",59,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"2619",170,9,9,5,1,1,2,"3","Male",54,"High School","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
