"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"1367",1,1,1,6,2,1,2,1,1,10,3,"Female",55,"High School","Unemployed","White","None","Married"
"1368",3,1,5,4,1,1,3,1,1,10,3,"Female",76,"High School","Full Time","White","Catholic","Married"
"1369",2,1,4,2,2,1,2,1,2,8,3,"Male",54,"Degree","Full Time","White","Christian","Married"
"1370",2,1,2,3,1,1,3,1,2,7,3,"Female",38,"High School","Full Time","White","Catholic","Married"
"1371",2,1,6,2,2,1,2,1,2,6,3,"Male",58,"Some College","Unemployed","Hispanic","Catholic","Married"
"1372",2,1,1,2,2,1,2,1,1,9,3,"Male",36,"Degree","Full Time","White","Catholic","Married"
"1373",1,2,4,5,2,1,1,3,2,3,3,"Female",61,"High School","Unemployed","Hispanic","None","Separated"
"1374",2,1,5,3,1,1,NA,1,1,10,3,"Female",50,"Some College","Full Time","White","None","Separated"
"1375",3,1,5,7,0,0,3,2,3,5,3,"Female",27,"High School","Part Time","White","None","Married"
"1376",3,1,1,7,0,0,2,2,3,5,3,"Male",36,"High School","Unemployed","White","Christian","Separated"
"1377",3,1,1,4,1,1,1,2,2,10,3,"Male",53,"Primary School","Self Employed","Hispanic","Catholic","Married"
"1378",2,1,1,2,2,0,2,1,2,8,3,"Female",83,"High School","Unemployed","White","Catholic","Widowed"
"1379",1,1,1,4,2,1,2,1,1,8,3,"Male",20,"Some College","Full Time","White","Catholic","Single"
"1380",4,2,1,7,0,0,2,3,4,1,3,"Female",18,"High School","Other","White","None","Single"
"1381",3,1,1,7,0,0,2,2,3,3,3,"Female",24,"Some College","Housewife","White","None","Married"
"1382",3,1,1,7,0,1,1,1,2,9,3,"Male",39,"Degree","Full Time","Other","None","Separated"
"1383",2,1,2,2,2,1,3,1,2,8,3,"Male",40,"Degree","Full Time","White","Christian","Married"
"1384",3,2,1,7,0,0,4,3,4,1,3,"Male",74,"High School","Unemployed","Hispanic","None","Widowed"
"1385",2,1,1,3,2,1,1,1,1,10,3,"Female",62,"High School","Other","White","Other","Widowed"
"1386",2,1,1,5,1,NA,3,1,3,8,3,"Male",23,"Degree","Full Time","White","Christian","Single"
"1387",3,1,1,2,2,1,2,2,3,9,3,"Male",61,"Degree","Full Time","Hispanic","Catholic","Married"
"1388",2,1,1,2,1,1,2,1,1,10,3,"Female",52,"High School","Unemployed","Black","None","Married"
"1389",2,1,1,6,1,0,2,1,2,8,3,"Male",68,"High School","Unemployed","White","Other","Married"
"1390",3,1,1,6,1,0,1,2,2,10,3,"Male",55,"High School","Other","White","Catholic","Married"
"1391",3,1,1,3,2,1,2,1,1,8,3,"Male",41,"Some College","Full Time","White","Catholic","Married"
"1392",4,2,7,7,0,0,1,2,3,7,3,"Female",36,"High School","Unemployed","Hispanic","None","Separated"
"1393",3,1,2,7,0,0,2,1,3,8,3,"Male",29,"Some College","Full Time","White","None","Separated"
"1394",3,2,2,7,0,0,1,3,4,1,3,"Female",26,"Some College","Housewife","White","None","Married"
"1395",3,1,1,2,2,1,2,1,1,7,3,"Male",52,"High School","Self Employed","White","Catholic","Single"
"1396",4,2,1,7,0,0,3,3,4,1,3,"Male",59,"Degree","Full Time","White","None","Married"
"1397",3,1,5,4,0,0,1,2,3,5,3,"Male",22,"High School","Other","Other","Other","Single"
"1398",2,1,2,3,1,1,1,1,1,9,3,"Female",64,"High School","Full Time","Black","Other","Widowed"
"1399",1,1,1,4,1,1,3,1,1,9,3,"Female",50,"High School","Full Time","White","Other","Married"
"1400",2,1,1,7,0,1,2,1,1,10,3,"Female",67,"High School","Unemployed","White","Catholic","Married"
"1401",1,2,2,4,1,0,2,2,3,6,3,"Male",56,"Degree","Full Time","Other","None","Married"
"1402",3,1,1,3,1,0,3,2,2,6,3,"Male",67,"Degree","Full Time","White","Catholic","Widowed"
"1403",3,1,1,7,0,0,2,2,4,1,3,"Male",80,"High School","Unemployed","White","None","Widowed"
"1404",2,1,1,4,0,1,2,1,2,8,3,"Male",78,"High School","Unemployed","White","Catholic","Married"
"1405",2,1,3,3,1,1,1,1,1,8,3,"Male",37,"Degree","Full Time","Hispanic","Catholic","Married"
"1406",1,1,8,2,2,1,4,1,1,10,3,"Male",25,"Degree","Full Time","Hispanic","Christian","Single"
"1407",2,1,1,2,1,1,1,1,1,10,3,"Female",60,"High School","Unemployed","White","Other","Married"
"1408",1,1,1,1,2,1,2,1,1,10,3,"Male",73,"Degree","Unemployed","White","Christian","Married"
"1409",2,1,10,6,1,1,1,3,1,9,3,"Female",63,"High School",NA,"Other","Catholic","Separated"
"1410",2,1,5,6,0,0,1,2,3,5,3,"Female",24,"High School","Other","Black","None","Single"
"1411",2,1,2,7,0,0,3,2,2,8,3,"Female",41,"High School","Full Time","White","None","Separated"
"1412",2,1,1,6,1,1,3,1,2,10,3,"Female",79,"High School","Unemployed","White","Catholic","Widowed"
"1413",4,2,7,7,0,0,2,3,4,1,3,"Male",26,"High School","Unemployed","White","None","Single"
"1414",4,2,1,7,0,0,4,3,4,1,3,"Male",51,"Primary School","Other","Hispanic","Other","Married"
"1415",2,1,1,1,2,1,1,1,1,10,3,"Female",31,"Degree","Housewife","Other","Other","Married"
"1416",2,1,1,2,2,1,3,1,1,10,3,"Male",58,"Degree","Full Time","White","Christian","Married"
"1417",3,1,2,2,2,1,1,1,2,10,3,"Male",65,"Degree","Full Time","Hispanic","Catholic","Married"
"1418",2,1,2,2,2,1,4,1,2,9,3,"Male",18,"High School","Other","Black","Christian","Single"
"1419",2,1,5,6,1,0,2,2,2,5,3,"Male",63,"High School","Part Time","White","None","Married"
"1420",3,1,2,1,2,1,1,2,1,10,3,"Male",44,"Some College","Full Time","White","Christian","Married"
"1421",1,2,9,4,2,0,3,2,2,2,3,"Male",21,"Some College","Housewife","Black","Other","Single"
"1422",2,1,1,1,2,1,2,1,1,10,3,"Male",55,"Some College","Full Time","Black","None","Separated"
"1423",1,1,1,2,2,1,2,1,1,10,3,"Male",25,"Degree","Unemployed","Black","Other","Single"
"1424",2,1,5,1,2,1,2,1,1,10,3,"Female",45,"High School","Full Time","White","Christian","Married"
"1425",3,1,2,7,0,1,1,2,3,8,3,"Female",26,"High School","Full Time","White","None","Separated"
"1426",3,1,1,5,0,0,2,1,3,10,3,"Male",42,"Degree","Full Time","White","Catholic","Married"
"1427",3,1,2,7,0,0,3,2,4,3,3,"Female",41,"Degree","Full Time","White","None","Married"
"1428",4,1,1,1,2,1,1,1,1,10,3,"Female",36,"Some College","Full Time","Black","Other","Single"
"1429",2,1,5,4,1,1,1,1,2,8,3,"Male",27,"High School","Full Time","White","Christian","Married"
"1430",4,2,3,7,0,0,1,2,4,2,3,"Male",24,"Degree","Full Time","Hispanic","None","Single"
"1431",1,1,1,1,2,1,1,1,1,10,3,"Female",63,"High School","Unemployed","White","Christian","Married"
"1432",3,1,1,6,0,1,2,1,2,8,3,"Female",26,"Some College","Other","White","None","Single"
"1433",1,1,5,2,2,1,1,1,1,5,3,"Male",29,"High School","Full Time","Hispanic","None","Married"
"1434",3,1,5,5,0,0,2,2,2,5,3,"Male",32,"Some College","Full Time","Hispanic","Other","Married"
"1435",3,1,1,6,2,0,2,1,3,10,3,"Male",26,"High School","Part Time","Hispanic","Catholic","Married"
"1436",3,1,1,2,0,1,1,1,1,10,3,"Male",25,"High School","Full Time","Hispanic","None","Married"
"1437",2,1,1,7,0,0,3,2,3,5,3,"Male",68,"High School","Unemployed","White","None","Married"
"1438",3,1,7,4,0,0,3,2,3,6,3,"Male",21,"Some College","Other","White","Christian","Single"
"1439",3,1,2,6,1,1,2,2,3,10,3,"Female",59,"Some College","Full Time","Hispanic","Catholic","Married"
"1440",2,1,2,3,2,1,2,1,2,10,3,"Female",29,"Degree","Full Time","White","Christian","Married"
"1441",3,2,3,7,0,0,3,2,4,2,3,"Male",29,"Degree","Full Time","White","None","Married"
"1442",2,1,2,2,2,1,2,1,2,10,3,"Male",42,"Some College","Full Time","White","Catholic","Married"
"1443",3,1,1,7,0,0,3,2,4,3,3,"Female",42,"High School","Full Time","White","None","Married"
"1444",NA,2,NA,7,0,NA,2,3,4,1,3,"Male",56,"Degree","Full Time","White","None","Married"
"1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male",30,"High School",NA,"White",NA,"Married"
"1446",2,1,1,2,2,1,2,1,1,10,3,"Male",19,"Some College","Other","Black","Christian","Single"
"1447",1,1,1,5,1,1,1,1,1,10,3,"Female",62,"High School","Full Time","Black","Catholic","Married"
"1448",2,1,1,2,2,1,1,1,1,10,3,"Female",58,"High School","Full Time","Black","Other","Single"
"1449",2,1,5,7,1,0,3,1,1,10,3,"Male",20,"Some College",NA,"White","None","Single"
"1450",2,1,1,5,1,1,1,1,1,10,3,"Male",61,"High School","Unemployed","White","Christian","Married"
"1451",1,1,1,1,2,1,1,1,1,10,3,"Female",41,"Some College","Unemployed","Black","Other","Married"
"1452",1,1,1,7,0,1,1,1,3,4,3,"Female",23,"High School","Full Time","White","None","Married"
"1453",2,1,3,3,1,1,1,1,1,10,3,"Male",44,"High School","Housewife","Black","Other","Married"
"1454",2,1,NA,7,1,0,2,1,2,8,3,"Male",54,"Degree","Full Time","Other","Christian","Single"
"1455",3,1,1,7,1,0,3,1,2,6,3,"Male",68,"Some College","Full Time","Hispanic","Catholic","Married"
"1456",2,1,5,2,2,1,2,1,2,10,3,"Male",32,"Primary School","Full Time","Hispanic","None","Married"
"1457",1,1,1,6,1,1,1,1,1,10,3,"Female",30,"High School","Housewife","White","Other","Married"
"1458",3,1,1,3,1,1,2,1,1,10,3,"Male",50,"High School","Full Time","White","Other","Married"
"1459",2,1,2,3,1,1,2,1,3,8,3,"Male",39,"Degree","Full Time","Other","Other","Married"
"1460",2,1,1,1,2,1,3,1,1,10,3,"Female",45,"High School","Unemployed","Black","Other","Separated"
"1461",3,2,1,7,0,0,2,3,4,1,3,"Male",24,"Some College","Other","Black","None","Single"
"1462",2,1,1,3,2,1,2,1,1,6,3,"Female",77,"Some College","Part Time","White","Christian","Widowed"
"1463",1,1,1,2,2,1,1,1,1,9,3,"Female",43,"Degree","Full Time","White","Catholic","Married"
"1464",1,1,1,6,1,1,1,1,1,10,3,"Female",19,"High School","Part Time","White","Other","Single"
"1465",2,1,1,2,2,1,1,1,1,10,3,"Male",62,"Degree","Unemployed","Black","Christian","Married"
"1466",2,1,1,2,2,1,NA,1,1,10,3,"Female",79,"High School","Housewife","White",NA,"Married"
"1467",1,1,1,4,0,1,1,1,2,10,3,"Female",27,"High School","Full Time","Hispanic","None","Married"
"1468",1,1,10,1,2,0,2,1,1,10,3,"Female",30,"High School","Full Time","White","None","Married"
"1469",1,1,1,2,2,1,3,1,1,10,3,"Male",50,"High School","Full Time","White","Catholic","Married"
"1470",4,2,1,7,0,0,2,3,3,5,3,"Male",49,"High School","Self Employed","White","None","Married"
"1471",3,1,1,6,0,0,2,2,3,5,3,"Female",20,"Some College","Other","White","Catholic","Single"
"1472",3,1,1,7,0,0,2,2,4,8,3,"Male",41,"High School","Unemployed","Hispanic","None","Separated"
"1473",2,1,NA,3,2,NA,NA,1,1,10,3,"Male",54,"Primary School","Full Time","Hispanic","None","Married"
"1474",3,1,1,7,1,1,2,1,1,10,3,"Male",52,"High School","Full Time","White","Christian","Married"
"1475",2,1,1,1,2,1,2,1,1,10,3,"Male",32,"Degree","Full Time","White","Christian","Married"
"1476",3,1,1,2,1,1,2,1,1,10,3,"Female",30,"High School","Housewife","Hispanic","Catholic","Married"
"1477",3,1,2,7,1,1,1,1,2,7,3,"Female",41,"High School","Unemployed","White","None","Married"
"1478",2,1,1,4,0,1,3,1,3,7,3,"Male",48,"High School","Full Time","Hispanic","Catholic","Married"
"1479",2,1,1,7,0,0,3,2,2,7,3,"Male",49,"High School","Full Time","Hispanic","None","Married"
"1480",3,1,1,4,1,0,1,3,3,5,3,"Female",32,"Degree","Full Time","White","Catholic","Married"
"1481",3,1,2,2,2,1,1,1,2,10,3,"Male",35,"Some College","Other","White","Other","Married"
"1482",2,1,1,2,1,1,2,1,2,9,3,"Female",47,"High School","Full Time","White","Christian","Married"
"1483",1,1,5,5,2,1,2,3,2,10,3,"Female",52,"High School","Part Time","Hispanic","Catholic","Married"
"1484",3,1,5,7,0,0,2,2,4,5,3,"Male",28,"Degree","Full Time","White","None","Married"
"1485",1,1,1,1,2,1,3,1,1,10,3,"Female",70,"High School","Unemployed","White","Christian","Married"
"1486",3,1,1,3,0,0,4,2,4,4,3,"Male",38,"High School","Full Time","Hispanic","Catholic","Married"
"1487",3,1,1,4,1,1,1,1,2,6,3,"Female",19,"High School","Full Time","White","Christian","Single"
"1488",1,1,1,1,2,1,2,1,1,10,3,"Male",23,"High School","Full Time","Hispanic","Catholic","Separated"
"1489",3,1,4,4,1,1,3,2,3,7,3,"Male",33,"Some College","Full Time","White","None","Single"
"1490",2,1,3,4,1,1,3,1,2,10,3,"Male",25,"Degree","Full Time","White","Christian","Married"
"1491",2,1,1,7,1,1,2,1,2,10,3,"Female",41,"Degree","Full Time","Other","Catholic","Married"
"1492",3,1,1,4,0,1,1,2,3,3,3,"Female",47,"Degree","Full Time","Black","Christian","Single"
"1493",4,1,2,6,0,1,1,2,2,7,3,"Male",22,"High School","Other","Hispanic","None","Single"
"1494",2,1,1,3,2,1,2,1,2,10,3,"Female",62,"High School","Unemployed","White","Catholic","Single"
"1495",3,2,1,7,0,0,2,1,4,1,3,"Female",46,"Some College","Part Time","White","Catholic","Married"
"1496",2,1,1,7,0,1,1,1,2,10,3,"Female",41,"Some College","Self Employed","White","None","Married"
"1497",3,1,4,6,1,0,2,2,3,4,3,"Male",23,"High School","Full Time","White","None","Single"
"1498",3,1,1,7,0,1,1,1,1,10,3,"Female",53,"Some College","Part Time","White","Other","Separated"
"1499",1,1,1,1,2,1,1,1,1,10,3,"Female",67,"High School","Unemployed","Hispanic","Christian","Married"
"1500",3,1,1,6,0,1,2,2,2,10,3,"Female",61,"Degree","Full Time","White","None","Married"
"1501",2,1,1,3,2,1,4,NA,1,10,3,"Female",46,"High School","Unemployed","Other","None","Separated"
"1502",4,1,2,7,0,1,2,2,4,3,3,"Female",41,"Degree","Full Time","Hispanic","None","Separated"
"1503",3,1,1,7,0,1,2,1,3,10,3,"Male",59,"High School","Unemployed","White","None","Married"
"1504",2,1,1,1,2,1,1,1,1,10,3,"Female",44,"Degree","Full Time","Hispanic","Christian","Married"
"1505",2,1,1,3,1,1,2,1,1,10,3,"Female",23,"High School","Part Time","White","Other","Single"
"1506",2,1,1,1,2,1,1,1,1,10,3,"Female",85,"Degree","Unemployed","White","Christian","Married"
"1507",2,1,1,6,0,1,1,1,1,10,3,"Female",56,"Some College","Unemployed","Black","Other","Married"
"1508",4,1,1,7,0,0,1,2,4,6,3,"Female",73,"High School","Unemployed","White","None","Married"
"1509",3,1,3,2,2,1,3,1,2,8,3,"Female",64,"High School","Full Time","Other","Other","Married"
"1510",1,1,1,1,2,1,1,1,1,10,3,"Male",75,"High School","Part Time","White","Christian","Married"
"1511",3,1,1,7,0,0,2,2,3,7,3,"Female",49,"High School","Other","White","Catholic","Separated"
"1512",1,1,1,7,1,1,1,2,3,10,3,"Female",93,"High School","Unemployed","White","None","Widowed"
"1513",1,1,1,1,2,1,3,1,1,10,3,"Male",29,"High School","Other","Hispanic","Other","Married"
"1514",1,1,1,2,2,1,2,1,1,10,3,"Female",24,"Degree","Unemployed","White","Christian","Married"
"1515",3,2,1,4,1,1,3,2,3,1,3,"Female",24,"Degree","Full Time","White","Christian","Single"
"1516",4,1,8,7,0,0,2,2,3,5,3,"Male",33,"Some College","Full Time","White","None","Single"
"1517",2,1,1,1,2,1,2,1,2,9,3,"Male",26,"Degree","Full Time","White","Catholic","Married"
"1518",2,1,1,6,1,1,3,2,1,7,3,"Female",63,"Degree","Unemployed","White","Christian","Married"
"1519",3,NA,2,7,0,0,2,2,4,5,3,"Male",42,"High School","Full Time","White","None","Married"
"1520",1,1,1,6,0,0,2,1,4,4,3,"Female",57,"Degree","Full Time","White","Christian","Married"
"1521",3,1,10,7,0,1,3,1,1,10,3,"Female",36,"High School","Part Time","White","None","Married"
"1522",2,1,1,2,2,1,3,2,2,5,3,"Male",48,"Degree","Full Time","White","Christian","Married"
"1523",2,1,5,7,1,1,1,1,2,10,3,"Female",24,"Degree","Unemployed","White","None","Married"
"1524",1,1,1,6,1,0,3,1,2,4,3,"Female",46,"High School","Full Time","White","Catholic","Married"
"1525",3,1,5,7,0,0,3,1,3,8,3,"Male",29,"High School","Full Time","White","None","Married"
"1526",3,1,2,5,0,0,3,2,2,10,3,"Male",43,"Degree","Full Time","Black","None","Married"
"1527",3,2,2,7,0,0,3,2,3,6,3,"Male",41,"High School","Unemployed","White",NA,"Separated"
"1528",2,1,2,7,0,1,2,1,1,10,3,"Female",55,"High School","Full Time","White","None","Separated"
"1529",2,1,1,2,1,1,1,1,1,9,3,"Male",58,"High School","Unemployed","Other","Other","Married"
"1530",3,1,1,6,1,1,1,2,3,10,3,"Female",24,"High School","Other","Black","None","Single"
"1531",3,1,1,3,0,1,2,1,2,10,3,"Male",37,"High School","Other","Hispanic","None","Single"
"1532",4,1,1,7,1,1,2,1,3,8,3,"Male",47,"High School","Other","White","None","Married"
"1533",3,1,1,7,1,0,3,2,3,2,3,"Female",64,"High School","Unemployed","White","None","Married"
"1534",2,1,1,1,2,1,1,1,1,10,3,"Female",51,"High School","Full Time","Hispanic","Other","Married"
"1535",2,1,3,5,0,0,2,2,1,10,3,"Female",34,"Primary School","Unemployed","Hispanic","None","Married"
"1536",2,1,1,5,0,1,3,1,2,8,3,"Male",67,"High School","Unemployed","White","Catholic","Widowed"
"1537",2,1,2,3,1,1,1,1,2,10,3,"Male",44,"High School","Unemployed","White","None","Separated"
"1538",2,1,1,2,2,1,2,1,NA,10,3,"Male",76,"Degree","Other","Black","Catholic","Married"
"1539",2,1,1,2,2,1,2,1,3,6,3,"Female",21,"Some College","Part Time","White","Catholic","Single"
"1540",4,1,1,7,0,0,4,2,4,3,3,"Female",58,"Some College","Unemployed","White","None","Married"
"1541",2,1,3,3,2,1,2,1,2,8,3,"Male",25,"Some College","Part Time","Other","Other","Single"
"1542",3,1,1,4,1,1,2,1,3,3,3,"Male",52,"High School","Full Time","White","None","Married"
"1543",3,1,1,4,1,1,1,2,3,7,3,"Male",44,"Degree","Part Time","White","None","Single"
"1544",2,1,4,2,2,1,1,1,1,10,3,"Female",52,"High School","Unemployed","Black","Other","Married"
"1545",1,1,2,2,2,1,1,1,2,10,3,"Male",39,"Degree","Full Time","Black","Christian","Single"
"1546",1,1,1,6,1,1,2,1,2,8,3,"Male",47,"Degree","Full Time","White","Christian","Married"
"1547",1,1,2,2,2,1,3,1,1,10,3,"Male",37,"High School","Full Time","White","Other","Married"
"1548",2,1,1,4,1,1,3,1,2,6,3,"Male",39,"Degree","Full Time","White","Catholic","Married"
"1549",2,1,1,4,1,1,2,1,1,10,3,"Female",64,"High School","Unemployed","White","Christian","Separated"
"1550",3,1,1,4,0,1,4,2,4,2,3,"Male",44,"Degree","Full Time","White","Catholic","Single"
"1551",3,2,1,7,0,0,3,3,4,1,3,"Male",42,"Degree","Full Time","White","None","Married"
"1552",2,1,2,7,2,0,2,1,1,10,3,"Female",58,"Some College","Unemployed","Black","None","Single"
"1553",2,2,5,7,0,0,2,2,2,5,3,"Female",18,"Some College","Other","White","None","Married"
"1554",3,1,8,7,0,0,4,1,4,8,3,"Male",49,"High School","Full Time","Black","Other","Separated"
"1555",3,1,3,3,NA,1,2,1,1,10,3,"Female",57,"High School","Full Time","White","Christian","Separated"
"1556",1,1,9,5,1,1,NA,1,1,NA,3,"Male",34,"High School","Other","Other",NA,"Married"
"1557",3,1,1,7,0,1,1,1,1,10,3,"Female",26,"Degree","Full Time","White","Christian","Married"
"1558",2,1,3,2,2,1,2,1,1,9,3,"Female",64,"Degree","Part Time","White","Christian","Married"
"1559",3,1,NA,4,1,1,1,1,1,6,3,"Female",20,"High School","Housewife","Hispanic","Catholic","Married"
"1560",3,1,1,6,1,0,2,2,3,4,3,"Male",46,"Degree","Full Time","White","Christian","Married"
"1561",2,1,1,7,0,0,2,2,3,5,3,"Male",42,"Some College","Full Time","White","None","Married"
"1562",3,1,1,7,0,1,NA,1,2,8,3,"Female",38,"High School","Full Time","Hispanic","Catholic","Married"
"1563",3,1,4,7,0,0,1,2,4,3,3,"Female",29,"Degree","Full Time","White","Christian","Single"
"1564",1,1,1,6,0,1,1,1,1,10,3,"Male",24,"High School","Self Employed","Hispanic","Catholic","Single"
"1565",2,1,1,6,0,0,1,1,2,10,3,"Male",20,"High School","Full Time","Hispanic","Catholic","Single"
"1566",1,1,1,2,1,1,1,1,1,10,3,"Female",68,"Degree","Full Time","Hispanic","Catholic","Married"
"1567",3,2,3,7,0,0,3,3,4,1,3,"Male",34,"Degree","Full Time","White","None","Married"
"1568",2,1,2,2,1,1,1,1,1,10,3,"Female",54,"Primary School","Part Time","Hispanic","Catholic","Married"
"1569",4,2,1,7,0,0,2,3,4,1,3,"Male",47,"High School","Full Time","White","None","Married"
"1570",2,1,1,2,0,1,3,1,1,10,3,"Male",33,"High School","Self Employed","Hispanic","None","Married"
"1571",1,1,1,7,1,0,2,2,3,7,3,"Male",19,"High School","Part Time","White","Catholic","Single"
"1572",2,1,1,7,0,1,2,2,3,8,3,"Female",77,"High School","Unemployed","White","None","Married"
"1573",2,1,3,7,0,1,2,1,2,9,3,"Female",56,"Degree","Full Time","White","None","Separated"
"1574",1,1,1,2,0,1,2,1,1,10,3,"Male",63,"High School","Full Time","White","None","Married"
"1575",2,1,2,4,1,1,1,1,3,7,3,"Male",19,"High School","Other","White","Christian","Single"
"1576",4,2,1,7,0,0,1,3,4,1,3,"Male",21,"Some College","Other","White","None","Single"
"1577",2,1,2,3,2,1,2,2,2,7,3,"Female",22,"Some College","Unemployed","White","Other","Single"
"1578",4,1,1,1,2,1,1,1,1,10,3,"Female",64,"High School","Full Time","White","Other","Widowed"
"1579",1,1,1,2,2,1,3,2,1,10,3,"Male",36,"Degree","Self Employed","White","Christian","Married"
"1580",2,1,5,4,0,0,2,1,3,10,3,"Female",70,"Primary School","Unemployed","Hispanic","Catholic","Married"
"1581",3,1,2,5,1,1,1,1,2,10,3,"Female",66,"High School","Unemployed","Black","Christian","Separated"
"1582",1,1,4,7,2,0,1,3,1,3,3,"Female",31,"High School","Unemployed","Black","Other","Single"
"1583",3,1,3,1,1,1,1,1,1,10,3,"Male",32,"High School","Full Time","White","Judaism","Married"
"1584",2,1,1,7,0,1,2,1,2,10,3,"Male",20,"High School","Unemployed","Black","Other","Single"
"1585",3,2,6,7,0,0,3,2,4,1,3,"Male",73,"High School","Unemployed","White","None","Separated"
